TicketID,CustomerID,Market,Region,OpenDate,CloseDate,IssueType,Resolution,Resolved,CSAT
TKT-GGRL9R06,CUST-015507,NA,Canada-East,25-10-2024,20-11-2024,International,Plan Adjusted,Yes,3
TKT-ZQMY43LG,CUST-038764,APAC,Japan,02-08-2022,29-08-2022,Billing,Resolved,Yes,1
TKT-ARVN3U64,CUST-032081,LATAM,Mexico,30-01-2023,13-02-2023,Network,Resolved,Yes,5
TKT-YWZVI30S,CUST-031181,APAC,India,18-05-2024,,Billing,Resolved,No,5
TKT-8JN8D82V,CUST-035181,NA,USA-East,19-04-2025,,Network,Resolved,No,4
TKT-ORAB6HQA,CUST-002518,EU,Spain,26-10-2023,18-11-2023,Device,Resolved,Yes,3
TKT-10E13NGR,CUST-018690,EU,Italy,29-08-2024,23-09-2024,Billing,Technician Visit,Yes,1
TKT-QVGTJB0B,CUST-007324,NA,USA-East,04-03-2023,16-03-2023,Network,Refund Issued,Yes,1
TKT-B1228UCY,CUST-033774,APAC,Australia,04-06-2025,04-06-2025,Device,Resolved,Yes,5
TKT-RWUQNPH7,CUST-006966,APAC,Japan,09-04-2023,19-04-2023,Device,Plan Adjusted,Yes,2
TKT-3OE63G71,CUST-029670,EU,France,19-01-2024,19-01-2024,Plan Change,Plan Adjusted,Yes,1
TKT-I9L6CZJZ,CUST-011721,APAC,Australia,13-12-2023,22-12-2023,Other,Resolved,Yes,3
TKT-HCHIRFWN,CUST-000856,APAC,South Korea,20-06-2025,11-07-2025,Billing,Resolved,Yes,4
TKT-RFHN4R6J,CUST-038304,EU,Spain,13-05-2024,15-05-2024,Network,Resolved,Yes,2
TKT-QFX0ZAUA,CUST-010779,LATAM,Chile,29-01-2023,,Plan Change,Escalated,No,4
TKT-FNOSXIPB,CUST-035060,NA,Canada-West,08-01-2023,13-01-2023,Other,Plan Adjusted,Yes,5
TKT-VWKVIVTU,CUST-007716,MEA,Egypt,28-11-2024,06-12-2024,Device,Escalated,Yes,4
TKT-67ULY914,CUST-020365,APAC,India,30-08-2022,,Network,Plan Adjusted,No,5
TKT-3IWW51IT,CUST-012391,NA,USA-East,20-05-2022,15-06-2022,Network,Technician Visit,Yes,3
TKT-HDUNSF49,CUST-023217,NA,USA-West,22-08-2022,13-09-2022,Other,Plan Adjusted,Yes,4
TKT-1UNZHTPH,CUST-016260,NA,Canada-East,10-05-2024,05-06-2024,Roaming,Resolved,Yes,2
TKT-SXYDFUZY,CUST-020734,EU,Spain,18-08-2023,30-08-2023,International,Technician Visit,Yes,5
TKT-36YNQUXD,CUST-030334,EU,France,22-12-2022,24-12-2022,International,Resolved,Yes,3
TKT-03FW8BT0,CUST-007404,EU,UK,23-01-2023,23-01-2023,Network,Resolved,Yes,4
TKT-0I95R884,CUST-038411,EU,Spain,06-09-2024,10-09-2024,International,Plan Adjusted,Yes,1
TKT-6PP0GE0Z,CUST-031457,APAC,Japan,23-06-2024,08-07-2024,Billing,Technician Visit,Yes,3
TKT-5AK60533,CUST-028432,APAC,India,30-01-2024,15-02-2024,Billing,Plan Adjusted,Yes,5
TKT-HQBK0OSZ,CUST-012901,LATAM,Colombia,03-07-2023,19-07-2023,Plan Change,Resolved,Yes,3
TKT-DM5C1H6I,CUST-032849,EU,Italy,11-06-2024,15-06-2024,Value Added Services,Resolved,Yes,3
TKT-ZYNCIKD4,CUST-018984,EU,Italy,30-10-2022,22-11-2022,International,Resolved,Yes,4
TKT-RWF74CCH,CUST-009776,EU,Spain,05-02-2025,04-03-2025,Other,Plan Adjusted,Yes,5
TKT-20H8DPF4,CUST-018782,APAC,Japan,11-09-2024,06-10-2024,Billing,Resolved,Yes,3
TKT-OZM4LMQT,CUST-029411,APAC,Singapore,15-06-2022,25-06-2022,Roaming,Resolved,Yes,5
TKT-CGAEDII8,CUST-025697,NA,Canada-East,20-04-2023,05-05-2023,Network,Resolved,Yes,4
TKT-T6HZNMS3,CUST-006429,APAC,Australia,01-03-2022,15-03-2022,Plan Change,Technician Visit,Yes,2
TKT-MNCFYWEP,CUST-020726,LATAM,Brazil,10-05-2022,02-06-2022,Billing,Refund Issued,Yes,4
TKT-G9E6KQUR,CUST-011395,LATAM,Colombia,18-09-2022,27-09-2022,Billing,Resolved,Yes,3
TKT-FLZJLZYI,CUST-034456,NA,Canada-West,01-07-2025,,International,Plan Adjusted,No,5
TKT-RIS727QK,CUST-001620,NA,USA-West,22-06-2023,12-07-2023,International,Resolved,Yes,4
TKT-NN1C3UYA,CUST-024301,MEA,Saudi Arabia,02-05-2023,21-05-2023,Billing,Technician Visit,Yes,5
TKT-SLRGEJB2,CUST-007276,LATAM,Brazil,09-10-2024,,International,Technician Visit,No,4
TKT-BLILU65Y,CUST-003366,NA,USA-West,27-02-2025,19-03-2025,Device,Resolved,Yes,3
TKT-F0V9NOG9,CUST-005928,NA,USA-West,14-08-2023,25-08-2023,Network,Technician Visit,Yes,5
TKT-JUTL3YA9,CUST-030673,APAC,Japan,07-06-2024,17-06-2024,Billing,Resolved,Yes,4
TKT-NF1R93X1,CUST-004087,APAC,India,29-07-2025,17-08-2025,Network,Refund Issued,Yes,3
TKT-R3QC1XS9,CUST-022214,NA,USA-West,25-02-2025,07-03-2025,Device,Resolved,Yes,5
TKT-WC9X7TXQ,CUST-015187,EU,UK,24-09-2024,06-10-2024,Billing,Plan Adjusted,Yes,4
TKT-XUFF87N6,CUST-005343,APAC,India,10-12-2023,18-12-2023,Other,Resolved,Yes,4
TKT-5CPOBN7O,CUST-037314,LATAM,Chile,16-11-2023,26-11-2023,Device,Resolved,Yes,1
TKT-0A9772GG,CUST-027118,MEA,Egypt,21-04-2025,10-05-2025,Value Added Services,Resolved,Yes,1
TKT-V0AA7MXG,CUST-024383,EU,UK,04-10-2023,09-10-2023,International,Resolved,Yes,4
TKT-YDW2CH77,CUST-029260,NA,USA-East,08-03-2022,06-04-2022,Billing,Plan Adjusted,Yes,3
TKT-I3UU78WE,CUST-009753,EU,Spain,05-04-2023,18-04-2023,Device,Refund Issued,Yes,1
TKT-UHQHXM53,CUST-031459,NA,Canada-West,24-07-2022,13-08-2022,Value Added Services,Resolved,Yes,4
TKT-S9P3SRLQ,CUST-037889,APAC,Australia,31-03-2022,10-04-2022,Other,Technician Visit,Yes,4
TKT-1ZX51EOZ,CUST-035406,EU,Italy,14-10-2023,20-10-2023,Network,Resolved,Yes,5
TKT-0V4DJJCC,CUST-000441,APAC,India,01-10-2022,,Other,No Issue Found,No,4
TKT-A8YBKF77,CUST-026093,NA,Canada-West,06-11-2022,17-11-2022,Value Added Services,Resolved,Yes,4
TKT-ZZ4IQ6EM,CUST-039048,APAC,Singapore,19-01-2023,,International,Refund Issued,No,3
TKT-IVIBCNKH,CUST-038423,EU,Spain,23-04-2022,15-05-2022,Plan Change,Resolved,Yes,3
TKT-OR0I914N,CUST-011034,NA,Canada-West,01-03-2024,,Network,No Issue Found,No,3
TKT-ESBMMGNH,CUST-021065,NA,Canada-West,19-02-2023,28-02-2023,Billing,Resolved,Yes,3
TKT-IPSVCSXH,CUST-021848,NA,USA-West,23-04-2023,24-04-2023,Network,Resolved,Yes,5
TKT-R12W1XZ5,CUST-038547,NA,Canada-East,27-03-2023,,Network,Resolved,No,5
TKT-HYFD4NAQ,CUST-018915,NA,USA-East,21-07-2023,11-08-2023,Network,Resolved,Yes,5
TKT-OF23WP6C,CUST-019590,NA,Canada-East,17-02-2025,05-03-2025,Roaming,Resolved,Yes,1
TKT-0RQJ1LVT,CUST-025112,EU,Spain,31-05-2024,19-06-2024,Device,Escalated,Yes,1
TKT-54SENGAG,CUST-018063,LATAM,Mexico,24-04-2024,30-04-2024,Plan Change,Resolved,Yes,4
TKT-830E8DA7,CUST-017000,APAC,Japan,13-06-2023,01-07-2023,Value Added Services,No Issue Found,Yes,1
TKT-0DBLT2GX,CUST-019947,APAC,India,21-12-2024,,Network,Resolved,No,4
TKT-HBROJOD5,CUST-016665,APAC,South Korea,29-08-2024,10-09-2024,Network,Technician Visit,Yes,4
TKT-NCB27OG6,CUST-015255,NA,Canada-East,11-01-2025,12-01-2025,Network,Resolved,Yes,1
TKT-X2OOWIGU,CUST-009927,EU,Italy,18-05-2025,,Device,Resolved,No,4
TKT-YE4FQKDG,CUST-007584,APAC,Japan,19-10-2024,08-11-2024,Billing,Technician Visit,Yes,2
TKT-DHXT1XVE,CUST-024002,EU,France,16-05-2022,,Network,Resolved,No,1
TKT-VN2QV4M5,CUST-003876,EU,UK,01-01-2025,15-01-2025,Billing,Escalated,Yes,5
TKT-U8M5IR22,CUST-039738,NA,Canada-East,12-01-2024,14-01-2024,Network,Technician Visit,Yes,4
TKT-HP8WS5RD,CUST-024553,NA,USA-East,16-01-2025,10-02-2025,Billing,Technician Visit,Yes,5
TKT-6GJ5DB5X,CUST-021646,MEA,Kenya,07-07-2025,01-08-2025,Device,No Issue Found,Yes,4
TKT-9NXLRKYB,CUST-000796,LATAM,Argentina,11-10-2023,05-11-2023,Network,Resolved,Yes,5
TKT-WYM96BB6,CUST-033073,EU,France,08-04-2022,03-05-2022,Billing,Resolved,Yes,4
TKT-I41ZVYNJ,CUST-032672,NA,Canada-East,25-10-2023,19-11-2023,International,Technician Visit,Yes,5
TKT-J1788NZR,CUST-013551,EU,Germany,19-01-2022,21-01-2022,Plan Change,Resolved,Yes,1
TKT-VGYTGIFE,CUST-033744,NA,Canada-East,07-05-2023,,Device,No Issue Found,No,4
TKT-8KJTBPU3,CUST-027317,MEA,Kenya,07-05-2024,13-05-2024,International,Resolved,Yes,3
TKT-4MOJTRXL,CUST-000331,EU,Italy,09-05-2025,29-05-2025,Network,Resolved,Yes,1
TKT-J88HM8G4,CUST-001919,EU,Italy,15-05-2024,07-06-2024,Billing,Refund Issued,Yes,5
TKT-IN9IRVYV,CUST-026715,APAC,South Korea,17-12-2024,01-01-2025,Network,Plan Adjusted,Yes,4
TKT-UN4OZ199,CUST-039914,APAC,South Korea,13-12-2022,26-12-2022,Roaming,Resolved,Yes,4
TKT-9EV61VNX,CUST-022343,EU,Germany,20-12-2022,03-01-2023,Billing,Resolved,Yes,4
TKT-H87V7VZG,CUST-023927,APAC,South Korea,23-10-2022,01-11-2022,Billing,No Issue Found,Yes,3
TKT-E70TP399,CUST-028783,NA,Canada-East,05-04-2022,23-04-2022,Network,Resolved,Yes,3
TKT-EQM7WPGA,CUST-009364,APAC,India,26-04-2025,01-05-2025,Billing,Resolved,Yes,3
TKT-NNXQMBHV,CUST-005933,APAC,India,14-04-2023,13-05-2023,Plan Change,No Issue Found,Yes,5
TKT-YUA35CL7,CUST-024108,NA,USA-East,07-09-2022,10-09-2022,Device,Escalated,Yes,1
TKT-CQY7WCOE,CUST-039727,LATAM,Chile,02-02-2023,19-02-2023,Billing,Plan Adjusted,Yes,4
TKT-LZKQOIG5,CUST-037880,LATAM,Colombia,21-05-2023,30-05-2023,Billing,Resolved,Yes,5
TKT-5KDDN5JJ,CUST-022968,NA,Canada-West,10-10-2024,,Billing,Escalated,No,5
TKT-S1Y55H4S,CUST-032074,MEA,Saudi Arabia,15-02-2024,,Network,Resolved,No,5
TKT-W95BYBBF,CUST-011115,NA,USA-West,05-03-2025,18-03-2025,Network,Technician Visit,Yes,4
TKT-64KREM4F,CUST-016656,EU,France,16-07-2025,16-07-2025,Plan Change,Escalated,Yes,4
TKT-W1FLI0AL,CUST-016263,MEA,South Africa,24-01-2025,05-02-2025,Plan Change,Escalated,Yes,5
TKT-EQ2F0FZC,CUST-017193,EU,Spain,30-06-2023,29-07-2023,Other,Resolved,Yes,3
TKT-9HCJ7DJ5,CUST-018370,LATAM,Brazil,31-10-2023,29-11-2023,Roaming,Resolved,Yes,5
TKT-DYOIS0LK,CUST-022099,NA,USA-East,12-03-2023,09-04-2023,Billing,Resolved,Yes,3
TKT-LIOSCSID,CUST-021502,APAC,India,14-03-2025,22-03-2025,Network,Technician Visit,Yes,5
TKT-TH8IJ4AF,CUST-026746,LATAM,Mexico,26-03-2023,,Other,Resolved,No,5
TKT-C0AZUWW5,CUST-000604,APAC,Singapore,03-10-2023,20-10-2023,Other,Resolved,Yes,5
TKT-T9PVEHJ9,CUST-007274,APAC,Japan,28-06-2024,18-07-2024,International,Technician Visit,Yes,3
TKT-HBQ8Z6YB,CUST-022176,NA,USA-East,12-07-2024,23-07-2024,Network,Technician Visit,Yes,5
TKT-99TCUJUX,CUST-035695,EU,Spain,23-12-2023,01-01-2024,Other,Plan Adjusted,Yes,3
TKT-FXJ6U7ZW,CUST-015196,EU,Germany,30-10-2022,,Plan Change,Resolved,No,4
TKT-VV9378BT,CUST-038598,EU,UK,25-07-2023,08-08-2023,Plan Change,Refund Issued,Yes,5
TKT-LT04CGOD,CUST-022962,MEA,South Africa,10-02-2025,25-02-2025,Network,Escalated,Yes,1
TKT-UZMXKMTN,CUST-008401,EU,France,22-10-2022,08-11-2022,Network,Resolved,Yes,3
TKT-3L2RDP0S,CUST-022700,MEA,Saudi Arabia,06-05-2025,18-05-2025,Network,Technician Visit,Yes,5
TKT-9EGEUJD1,CUST-014594,NA,USA-East,24-07-2025,08-08-2025,Network,Refund Issued,Yes,3
TKT-Q5ZT5XPX,CUST-028341,APAC,India,28-02-2023,21-03-2023,Network,Resolved,Yes,5
TKT-01Y4SFV9,CUST-004534,EU,Spain,21-03-2024,,Device,Technician Visit,No,3
TKT-T56UFP3L,CUST-008153,APAC,South Korea,25-05-2024,15-06-2024,Network,Resolved,Yes,4
TKT-SFKVYECG,CUST-027173,APAC,Singapore,20-09-2023,,Device,Technician Visit,No,5
TKT-Z1KM4EIE,CUST-016069,APAC,Singapore,18-01-2025,13-02-2025,Network,Resolved,Yes,5
TKT-K5Z7296U,CUST-038878,APAC,Japan,15-06-2023,16-06-2023,Billing,Resolved,Yes,5
TKT-ZU49TSRW,CUST-020037,NA,Canada-West,08-12-2023,06-01-2024,Plan Change,Resolved,Yes,4
TKT-YAVMSXKE,CUST-031187,LATAM,Mexico,27-05-2025,19-06-2025,Other,Escalated,Yes,3
TKT-6Q8RJWT7,CUST-020240,APAC,South Korea,27-06-2024,,Device,Resolved,No,5
TKT-LPRFD8BI,CUST-026732,EU,Spain,03-04-2025,25-04-2025,Network,No Issue Found,Yes,4
TKT-38IRFFTK,CUST-037180,EU,UK,10-05-2024,,Plan Change,Resolved,No,2
TKT-JK8EBFXZ,CUST-017207,EU,Italy,02-03-2024,02-03-2024,Network,Escalated,Yes,3
TKT-L4J4MO52,CUST-002653,EU,France,24-08-2023,10-09-2023,Device,Technician Visit,Yes,4
TKT-N8Z6SBKV,CUST-013049,MEA,Kenya,11-11-2023,,Plan Change,Resolved,No,2
TKT-VLF6PBVI,CUST-036419,APAC,Singapore,25-06-2022,,Network,Resolved,No,5
TKT-S4AICUBS,CUST-039352,NA,Canada-East,07-09-2022,28-09-2022,Network,Resolved,Yes,5
TKT-6ETHWJJI,CUST-016411,EU,UK,20-07-2025,10-08-2025,International,Resolved,Yes,4
TKT-3AWGBEGO,CUST-027228,APAC,South Korea,23-06-2022,28-06-2022,Other,Plan Adjusted,Yes,3
TKT-6CAVIZR5,CUST-013425,LATAM,Brazil,18-05-2025,24-05-2025,Billing,Resolved,Yes,3
TKT-YFXFVT7K,CUST-010353,APAC,Australia,11-03-2025,24-03-2025,Device,Resolved,Yes,4
TKT-8L6OHAU2,CUST-001646,NA,Canada-West,22-01-2022,01-02-2022,Other,Resolved,Yes,4
TKT-C2UQMD3T,CUST-039837,MEA,Saudi Arabia,28-10-2022,28-10-2022,Plan Change,Technician Visit,Yes,3
TKT-5JITD188,CUST-031190,APAC,South Korea,09-04-2024,18-04-2024,Network,Technician Visit,Yes,4
TKT-HVEN3428,CUST-029211,EU,France,01-10-2022,,Device,Resolved,No,4
TKT-QFJJJC49,CUST-018459,EU,France,29-01-2025,22-02-2025,Billing,Refund Issued,Yes,4
TKT-L4P4L76H,CUST-031491,APAC,South Korea,01-05-2024,09-05-2024,Device,Resolved,Yes,3
TKT-7R5709FJ,CUST-022344,NA,USA-West,28-01-2025,14-02-2025,Roaming,Resolved,Yes,5
TKT-JVECSBQO,CUST-006980,APAC,Australia,28-07-2024,09-08-2024,International,Resolved,Yes,4
TKT-UAE0Z769,CUST-037542,EU,Germany,29-12-2022,27-01-2023,Billing,Technician Visit,Yes,4
TKT-R9R4P2ZR,CUST-023923,EU,Italy,23-07-2025,28-07-2025,International,Escalated,Yes,4
TKT-58N1GBI8,CUST-017010,NA,Canada-West,03-10-2022,29-10-2022,Billing,Escalated,Yes,4
TKT-3XD3JDR1,CUST-007363,NA,USA-West,12-09-2024,14-09-2024,Plan Change,Technician Visit,Yes,2
TKT-3LJ9APA6,CUST-030925,NA,Canada-West,18-05-2023,24-05-2023,Billing,Resolved,Yes,2
TKT-1I37FVCF,CUST-030623,LATAM,Chile,25-05-2022,08-06-2022,Plan Change,Resolved,Yes,5
TKT-EXO8QISU,CUST-023031,APAC,India,17-06-2022,02-07-2022,Billing,Resolved,Yes,4
TKT-SQ4T48F0,CUST-028339,EU,UK,06-05-2023,14-05-2023,Network,Plan Adjusted,Yes,5
TKT-2U6YCCBI,CUST-030224,APAC,Singapore,17-12-2024,29-12-2024,Billing,Resolved,Yes,3
TKT-JFRORLD4,CUST-005487,APAC,South Korea,13-05-2025,,Network,Resolved,No,3
TKT-JD8UVGL9,CUST-036101,EU,UK,04-10-2023,29-10-2023,Device,Resolved,Yes,3
TKT-4KT8WHCL,CUST-036938,EU,Italy,24-05-2022,01-06-2022,Billing,Resolved,Yes,5
TKT-8ZUUU4LS,CUST-027305,MEA,Kenya,16-06-2025,21-06-2025,Network,Resolved,Yes,4
TKT-N60MMIJ9,CUST-033431,APAC,Australia,10-12-2023,21-12-2023,Billing,Resolved,Yes,3
TKT-VKR1N5DX,CUST-034997,EU,Italy,05-05-2023,08-05-2023,Billing,No Issue Found,Yes,1
TKT-TF9SWD60,CUST-003755,APAC,South Korea,15-02-2024,03-03-2024,Other,Resolved,Yes,1
TKT-WJPX1BDC,CUST-020132,APAC,India,15-03-2022,22-03-2022,Billing,Technician Visit,Yes,2
TKT-OZ0XEH16,CUST-034313,APAC,Singapore,01-05-2024,06-05-2024,Billing,Escalated,Yes,4
TKT-UDOJNL54,CUST-022342,EU,Italy,27-12-2022,,Billing,Resolved,No,5
TKT-1UA54BJT,CUST-033028,EU,UK,10-03-2024,10-03-2024,Billing,Escalated,Yes,4
TKT-BZOLRTND,CUST-032634,APAC,Singapore,03-08-2022,20-08-2022,International,Plan Adjusted,Yes,4
TKT-HS2WN6FN,CUST-004306,APAC,Singapore,24-04-2025,27-04-2025,Value Added Services,Resolved,Yes,4
TKT-Z0YI9KKZ,CUST-008062,APAC,South Korea,05-07-2024,25-07-2024,Device,Resolved,Yes,4
TKT-1PYY5G0I,CUST-036273,APAC,Japan,19-01-2025,14-02-2025,Billing,Resolved,Yes,5
TKT-66Q0P3CU,CUST-003268,NA,Canada-East,30-05-2023,04-06-2023,Network,No Issue Found,Yes,5
TKT-KSMSMUTJ,CUST-008791,LATAM,Brazil,05-07-2023,20-07-2023,Network,Resolved,Yes,5
TKT-7VZKBDGD,CUST-013196,LATAM,Mexico,07-07-2022,,Device,Resolved,No,5
TKT-QXFXKH35,CUST-032010,MEA,UAE,12-06-2024,,Network,Resolved,No,4
TKT-R6ZRS95I,CUST-024264,NA,USA-West,25-01-2022,03-02-2022,Device,Resolved,Yes,4
TKT-Y975KQZZ,CUST-035152,LATAM,Argentina,04-06-2022,,Roaming,Plan Adjusted,No,4
TKT-M1YJE6UF,CUST-018215,NA,USA-East,04-07-2024,07-07-2024,Billing,Resolved,Yes,4
TKT-NJLHLQA9,CUST-007432,EU,Italy,11-11-2023,27-11-2023,Network,Technician Visit,Yes,4
TKT-FO0UEXL4,CUST-026364,EU,France,16-08-2024,,Billing,Plan Adjusted,No,1
TKT-LPOEXLJL,CUST-010633,APAC,South Korea,04-08-2023,04-08-2023,Network,Resolved,Yes,4
TKT-OO0KTEB9,CUST-032409,NA,Canada-East,16-06-2025,21-06-2025,Other,Resolved,Yes,4
TKT-DN440S59,CUST-030856,EU,Spain,03-07-2023,08-07-2023,Network,Technician Visit,Yes,2
TKT-4FTO6GQC,CUST-007207,APAC,Singapore,02-04-2023,20-04-2023,Roaming,Plan Adjusted,Yes,5
TKT-835ZU4NR,CUST-035507,LATAM,Brazil,04-10-2022,13-10-2022,Device,Escalated,Yes,5
TKT-Y7ZQ6R5Q,CUST-017402,NA,Canada-East,24-10-2022,18-11-2022,Network,Resolved,Yes,4
TKT-KT87U47H,CUST-027797,LATAM,Mexico,25-07-2024,,Network,Resolved,No,4
TKT-5BCFKL7V,CUST-030467,APAC,Japan,25-10-2023,,Other,Refund Issued,No,5
TKT-YHXI1QMM,CUST-004237,APAC,Australia,04-12-2022,18-12-2022,Network,Technician Visit,Yes,4
TKT-5GBM6BMM,CUST-009883,EU,France,22-03-2022,14-04-2022,Value Added Services,Resolved,Yes,2
TKT-B5KWT58R,CUST-011104,EU,Germany,12-05-2024,,Plan Change,Resolved,No,4
TKT-0SMQ1HLJ,CUST-021060,EU,Spain,17-05-2024,05-06-2024,Billing,Resolved,Yes,5
TKT-UXN53JTB,CUST-011629,EU,Italy,14-07-2022,10-08-2022,Roaming,Technician Visit,Yes,5
TKT-PE6X274M,CUST-005113,NA,Canada-East,17-01-2022,01-02-2022,Network,Technician Visit,Yes,1
TKT-53CSJOKA,CUST-018951,MEA,Saudi Arabia,03-03-2023,27-03-2023,International,Technician Visit,Yes,4
TKT-EC8XUJ6V,CUST-016729,LATAM,Chile,12-03-2024,25-03-2024,Network,Resolved,Yes,3
TKT-WIVW9AOU,CUST-018324,APAC,Singapore,21-03-2023,28-03-2023,Billing,Escalated,Yes,4
TKT-HYS9N9E0,CUST-006130,APAC,Japan,02-05-2024,,Plan Change,Plan Adjusted,No,4
TKT-OQD7O7VS,CUST-026370,LATAM,Argentina,02-01-2024,11-01-2024,Roaming,Resolved,Yes,5
TKT-NGH6CGCP,CUST-015286,NA,Canada-West,20-02-2022,11-03-2022,Value Added Services,Resolved,Yes,4
TKT-ZF4ZD5EB,CUST-015933,LATAM,Colombia,21-03-2022,10-04-2022,Billing,Technician Visit,Yes,3
TKT-9IXPCEXX,CUST-030283,EU,Spain,15-05-2024,24-05-2024,Billing,No Issue Found,Yes,2
TKT-JRXXL2K8,CUST-033044,NA,Canada-West,24-01-2022,,Plan Change,Resolved,No,4
TKT-THAL5K22,CUST-035965,NA,USA-West,09-07-2023,22-07-2023,Plan Change,Refund Issued,Yes,3
TKT-MOUWOYE9,CUST-018196,NA,Canada-East,26-05-2023,01-06-2023,Network,No Issue Found,Yes,2
TKT-LQVT0B7V,CUST-004310,LATAM,Mexico,13-02-2024,09-03-2024,Device,Technician Visit,Yes,3
TKT-Z4VYVXOH,CUST-001591,NA,Canada-West,02-03-2024,29-03-2024,Roaming,Refund Issued,Yes,4
TKT-PHDZGLQN,CUST-010765,LATAM,Mexico,20-05-2025,08-06-2025,Billing,Plan Adjusted,Yes,4
TKT-0BOCMQLT,CUST-022480,APAC,Australia,05-11-2022,09-11-2022,Value Added Services,No Issue Found,Yes,4
TKT-SLGG9ETK,CUST-029766,NA,Canada-West,05-12-2022,,Billing,Resolved,No,5
TKT-DRVN3J9T,CUST-025284,APAC,Australia,01-04-2023,02-04-2023,Plan Change,Resolved,Yes,5
TKT-MDWPYLNQ,CUST-008196,EU,France,29-01-2025,16-02-2025,Plan Change,Resolved,Yes,3
TKT-828U1VQ9,CUST-025813,EU,UK,06-08-2024,,Billing,Resolved,No,4
TKT-NAC2C3EK,CUST-037867,LATAM,Colombia,22-12-2022,12-01-2023,Device,Resolved,Yes,3
TKT-BLVBMGA0,CUST-013021,NA,Canada-East,04-02-2023,12-02-2023,Device,Technician Visit,Yes,3
TKT-6EQLH2K4,CUST-008030,LATAM,Colombia,01-06-2023,08-06-2023,Billing,Resolved,Yes,4
TKT-IDBR4X0Z,CUST-035414,NA,USA-West,23-02-2024,10-03-2024,Device,Refund Issued,Yes,3
TKT-GTKBJVB9,CUST-023239,EU,Spain,03-03-2022,14-03-2022,Network,Resolved,Yes,3
TKT-B6CQK0KT,CUST-004514,NA,USA-West,22-02-2025,16-03-2025,Network,Resolved,Yes,5
TKT-EX4O17AU,CUST-019809,NA,Canada-East,02-07-2023,17-07-2023,Plan Change,Plan Adjusted,Yes,2
TKT-4IWLEKJU,CUST-025673,NA,Canada-East,28-01-2024,,International,Technician Visit,No,4
TKT-G1XJWUPY,CUST-015972,APAC,Australia,22-08-2022,31-08-2022,Network,Resolved,Yes,4
TKT-AADVL1X6,CUST-021325,NA,Canada-West,11-06-2024,11-06-2024,Device,Resolved,Yes,2
TKT-8499UI4G,CUST-012708,LATAM,Colombia,09-05-2023,20-05-2023,Other,Resolved,Yes,2
TKT-EXO4ZXMA,CUST-016361,EU,Italy,23-12-2024,06-01-2025,Network,Resolved,Yes,5
TKT-NE0KBZVT,CUST-010464,MEA,UAE,03-01-2025,15-01-2025,Device,Plan Adjusted,Yes,3
TKT-CSMQ6OLK,CUST-036101,EU,UK,11-08-2023,26-08-2023,Billing,Resolved,Yes,5
TKT-SG5HLZYJ,CUST-010079,APAC,Singapore,24-06-2024,,Network,Resolved,No,5
TKT-4LPD3TSB,CUST-016391,APAC,Singapore,02-04-2022,,Network,Plan Adjusted,No,4
TKT-5KNVOX1E,CUST-021052,APAC,South Korea,09-04-2022,,Device,Resolved,No,5
TKT-S0DNFFUA,CUST-024180,EU,France,19-05-2023,28-05-2023,Plan Change,Technician Visit,Yes,5
TKT-TOJUESZF,CUST-020829,NA,Canada-West,01-08-2022,06-08-2022,Network,Plan Adjusted,Yes,3
TKT-E2SSAFDH,CUST-007729,MEA,Saudi Arabia,03-07-2024,03-07-2024,Billing,Resolved,Yes,1
TKT-E7TIO7LP,CUST-038557,EU,France,23-08-2024,21-09-2024,Billing,Resolved,Yes,3
TKT-9SQ572CT,CUST-004292,APAC,Australia,05-12-2024,07-12-2024,Network,Resolved,Yes,3
TKT-K15J07YV,CUST-021044,MEA,Kenya,14-09-2023,,Billing,Technician Visit,No,4
TKT-59C1EKWN,CUST-025526,APAC,Singapore,17-04-2025,15-05-2025,Other,Technician Visit,Yes,3
TKT-Z3KJUQ3E,CUST-006761,APAC,South Korea,15-12-2024,,Network,Resolved,No,4
TKT-JFXZHCGS,CUST-039054,NA,USA-East,14-07-2023,,Network,Technician Visit,No,3
TKT-EN80R48E,CUST-019529,MEA,Saudi Arabia,27-03-2023,20-04-2023,Network,Escalated,Yes,2
TKT-F6QIPSEO,CUST-022007,NA,Canada-West,29-06-2024,11-07-2024,International,Technician Visit,Yes,4
TKT-K5X9EEM3,CUST-033240,NA,USA-West,28-04-2023,19-05-2023,Device,Resolved,Yes,5
TKT-A9GNUJJR,CUST-007241,LATAM,Brazil,01-07-2022,,Billing,Refund Issued,No,5
TKT-I2POF2HY,CUST-039798,NA,Canada-West,25-01-2023,,Network,Resolved,No,3
TKT-QBF4YSP7,CUST-016609,APAC,Singapore,19-01-2022,12-02-2022,Network,Resolved,Yes,4
TKT-C61X2ZZO,CUST-024995,APAC,Singapore,22-12-2023,,Billing,Resolved,No,4
TKT-70CLOZ78,CUST-014336,MEA,South Africa,21-12-2022,04-01-2023,Network,Escalated,Yes,3
TKT-TE9ASPWY,CUST-028151,EU,UK,07-07-2024,08-07-2024,Device,Resolved,Yes,4
TKT-8GVXGYI9,CUST-036557,MEA,South Africa,14-10-2023,18-10-2023,Roaming,Refund Issued,Yes,4
TKT-L6OVNDT9,CUST-007561,NA,USA-West,25-02-2022,09-03-2022,Network,Technician Visit,Yes,3
